,age,workclass,fnlwgt,education,educationN,maritalStatus,occupation,relationship,race,sex,country,timeWork,weight_change,social_status
30585,52,Private,167.651,Assoc-voc,11,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
30588,66,State-gov,71.075,Some-college,10,Divorced,Exec-managerial,Single,White,Female,USA,over time,0.0,Poor
30589,35,Private,129.573,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,too much,0.0,Poor
30590,40,Local-gov,183.765,Assoc-acdm,12,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Rich
30591,21,Private,164.991,HS-grad,9,Divorced,Sales,Single,Amer-Indian-Eskimo,Female,USA,full time,0.0,Poor
30592,51,Local-gov,154.891,HS-grad,9,Divorced,Protective-serv,Single,White,Male,USA,over time,0.0,Poor
30593,34,Private,200.117,10th,6,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30594,24,Private,176.389,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30595,43,Private,342.567,Bachelors,13,Married-spouse-absent,Adm-clerical,Taken,White,Female,USA,full time,0.0,Poor
30596,34,Private,178.841,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,full time,0.0,Rich
30597,42,Local-gov,191.149,Masters,14,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
30599,21,Private,157.893,HS-grad,9,Never-married,Transport-moving,Single,White,Female,USA,full time,0.0,Poor
30601,24,Federal-gov,210.736,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,full time,-1.974,Poor
30603,29,Private,200.511,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
30604,44,Self-emp-not-inc,47.818,HS-grad,9,Divorced,Exec-managerial,Single,White,Female,USA,over time,0.0,Poor
30605,28,Private,183.155,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Poor
30607,35,Private,128.876,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30608,41,Private,202.872,10th,6,Married-spouse-absent,Craft-repair,Taken,White,Female,USA,full time,0.0,Poor
30609,42,Private,153.414,Bachelors,13,Married-civ-spouse,Sales,Taken,Black,Male,USA,full time,0.0,Rich
30611,32,Private,316.769,11th,7,Never-married,Other-service,Single,Black,Female,JM,full time,0.0,Poor
30612,37,Private,126.569,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30613,18,Private,128.538,11th,7,Never-married,Sales,Single,White,Female,USA,part time,0.0,Poor
30614,24,Private,234.64,Assoc-voc,11,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
30616,45,Private,343.377,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Poor
30619,46,Self-emp-inc,112.32,Bachelors,13,Divorced,Exec-managerial,Single,White,Female,USA,over time,0.0,Poor
30620,63,Private,181.929,HS-grad,9,Widowed,Exec-managerial,Single,White,Male,USA,over time,0.0,Rich
30621,32,Local-gov,100.135,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,full time,0.0,Rich
30622,24,Private,128.061,HS-grad,9,Never-married,Other-service,Single,White,Female,USA,part time,0.594,Poor
30625,29,Private,179.565,Bachelors,13,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30626,35,Private,64.922,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,7.688,Rich
30627,70,Private,102.61,10th,6,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,full time,0.0,Poor
30629,36,Private,150.548,HS-grad,9,Never-married,Machine-op-inspct,Single,White,Female,USA,full time,0.0,Poor
30630,53,Private,133.219,HS-grad,9,Married-civ-spouse,Other-service,Taken,Black,Male,USA,full time,4.386,Rich
30631,49,Local-gov,67.001,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
30632,60,Private,162.347,Prof-school,15,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,-1.902,Rich
30633,18,Private,138.557,11th,7,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30634,21,Private,170.456,Some-college,10,Never-married,Other-service,Single,White,Male,IT,full time,0.0,Poor
30635,42,Private,66.006,10th,6,Never-married,Transport-moving,Single,Black,Male,USA,full time,0.0,Poor
30636,25,State-gov,176.077,Masters,14,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
30637,32,Private,218.322,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30638,25,Self-emp-inc,181.691,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
30639,47,Private,168.232,Bachelors,13,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,7.298,Rich
30640,30,Private,161.69,Assoc-voc,11,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
30642,38,Self-emp-not-inc,67.317,Bachelors,13,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,over time,0.0,Poor
30643,34,Private,265.807,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,-2.051,Poor
30644,37,Private,99.357,Assoc-acdm,12,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
30645,56,Private,170.07,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,full time,0.0,Rich
30646,52,State-gov,231.166,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Poor
30647,23,Private,62.339,Bachelors,13,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
30648,29,State-gov,118.52,HS-grad,9,Married-civ-spouse,Protective-serv,Taken,White,Male,USA,over time,0.0,Poor
30649,45,Private,155.659,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
30650,23,Local-gov,157.331,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
30651,45,Private,341.762,Masters,14,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,too much,0.0,Rich
30652,30,Private,164.19,Bachelors,13,Never-married,Exec-managerial,Single,White,Male,USA,over time,0.0,Poor
30653,45,Private,83.064,Bachelors,13,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
30654,26,Private,304.283,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
30657,43,Private,104.66,Masters,14,Widowed,Exec-managerial,Single,White,Male,USA,full time,4.934,Rich
30658,42,Private,79.036,HS-grad,9,Divorced,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30659,72,Private,165.622,Some-college,10,Widowed,Adm-clerical,Single,White,Female,USA,part time,0.0,Poor
30661,57,Private,199.847,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,15.024,Rich
30663,27,Private,59.068,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,full time,0.0,Poor
30664,54,Private,77.336,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
30665,42,Local-gov,96.524,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
30666,17,Private,143.868,9th,5,Never-married,Other-service,Single,Black,Male,USA,full time,0.0,Poor
30667,48,Private,121.424,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
30668,39,Private,176.279,Bachelors,13,Divorced,Sales,Single,White,Female,USA,full time,0.0,Poor
30669,41,Self-emp-inc,177.905,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,too much,7.688,Rich
30670,50,Private,205.1,7th-8th,4,Married-civ-spouse,Other-service,Taken,White,Female,USA,full time,0.0,Poor
30672,44,Local-gov,177.937,Doctorate,16,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
30674,49,Private,125.892,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
30675,44,Private,155.472,Assoc-acdm,12,Never-married,Prof-specialty,Single,Black,Female,USA,over time,1.151,Poor
30678,18,Private,240.33,12th,8,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
30679,51,Private,182.944,HS-grad,9,Widowed,Tech-support,Single,Black,Female,USA,full time,0.0,Poor
30680,28,Private,264.498,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
30681,39,Private,110.426,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,over time,15.024,Rich
30682,25,Private,166.971,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
30683,41,Private,347.653,Prof-school,15,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,-1.977,Rich
30685,42,Self-emp-not-inc,215.219,11th,7,Separated,Other-service,Single,White,Female,USA,full time,0.0,Poor
30686,33,Private,190.772,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,full time,-1.617,Poor
30688,47,Private,162.494,Some-college,10,Divorced,Sales,Single,White,Female,USA,over time,0.0,Rich
30689,27,Local-gov,85.918,Bachelors,13,Married-civ-spouse,Protective-serv,Taken,White,Male,USA,too much,0.0,Poor
30690,39,Private,91.367,Masters,14,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,-1.848,Rich
30691,20,Private,182.342,Some-college,10,Never-married,Farming-fishing,Single,White,Male,USA,full time,0.0,Poor
30692,49,Private,129.64,HS-grad,9,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
30694,46,Private,148.738,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,full time,-1.74,Poor
30695,47,Private,102.583,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Rich
30696,35,Private,111.387,9th,5,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30697,24,Private,241.752,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30699,43,Private,101.95,Bachelors,13,Divorced,Other-service,Single,White,Female,USA,full time,0.0,Poor
30700,60,Local-gov,212.856,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
30701,53,Private,183.973,11th,7,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Rich
30702,47,Private,142.061,Some-college,10,Divorced,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
30703,34,Private,158.615,Some-college,10,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,full time,0.0,Poor
30705,35,Private,40.135,HS-grad,9,Never-married,Other-service,Single,White,Male,USA,full time,0.0,Poor
30706,23,Private,224.64,Some-college,10,Never-married,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
30708,29,Private,167.737,HS-grad,9,Never-married,Transport-moving,Single,White,Male,USA,over time,0.0,Poor
30709,23,Private,60.331,Some-college,10,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30710,35,Private,187.167,HS-grad,9,Divorced,Other-service,Single,White,Female,USA,full time,0.0,Poor
30712,27,Local-gov,255.237,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
30714,40,Private,163.342,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,too much,0.0,Poor
30715,31,Private,129.775,Bachelors,13,Married-civ-spouse,Sales,Taken,White,Male,USA,too much,0.0,Poor
30716,18,Private,206.008,Some-college,10,Never-married,Sales,Single,White,Male,USA,full time,2.176,Poor
30719,38,Private,141.55,10th,6,Divorced,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30722,48,Self-emp-not-inc,200.825,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
30724,46,Private,116.789,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Rich
30725,26,Private,160.3,HS-grad,9,Married-spouse-absent,Protective-serv,Taken,White,Male,USA,full time,0.0,Poor
30728,65,Private,170.939,Bachelors,13,Divorced,Prof-specialty,Single,White,Male,USA,full time,6.723,Poor
30729,31,Local-gov,224.234,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,Black,Male,USA,full time,0.0,Poor
30731,68,Private,211.162,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Poor
30732,26,Private,147.638,Bachelors,13,Never-married,Adm-clerical,Single,Asian-Pac-Islander,Female,HK,full time,0.0,Poor
30733,42,Private,104.647,HS-grad,9,Divorced,Other-service,Single,White,Male,USA,full time,0.0,Poor
30734,49,Private,67.365,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
30735,42,Private,230.959,Bachelors,13,Married-civ-spouse,Adm-clerical,Taken,Asian-Pac-Islander,Female,PH,full time,-1.887,Rich
30736,39,Private,176.335,Masters,14,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,too much,7.688,Rich
30737,31,Self-emp-not-inc,268.482,9th,5,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30738,28,State-gov,288.731,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,part time,0.0,Poor
30739,36,Private,231.082,Bachelors,13,Divorced,Prof-specialty,Single,White,Female,USA,over time,0.0,Poor
30740,42,State-gov,333.53,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,full time,0.0,Rich
30741,62,Private,214.288,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
30742,21,Private,118.023,HS-grad,9,Never-married,Farming-fishing,Single,White,Male,USA,part time,0.0,Poor
30743,21,Private,187.088,Some-college,10,Never-married,Adm-clerical,Single,Other,Female,CU,part time,0.0,Poor
30745,22,Private,133.833,Some-college,10,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
30746,30,Private,229.772,10th,6,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30747,64,Private,210.082,HS-grad,9,Widowed,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30748,28,Private,119.287,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,full time,15.024,Rich
30749,41,Self-emp-not-inc,111.772,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,-1.887,Rich
30750,25,Private,122.999,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30751,27,Private,44.767,HS-grad,9,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,full time,0.0,Poor
30752,40,Private,200.574,Assoc-acdm,12,Married-civ-spouse,Tech-support,Taken,White,Male,USA,over time,0.0,Poor
30753,58,Private,236.596,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
30755,50,Local-gov,308.764,HS-grad,9,Widowed,Transport-moving,Single,White,Female,USA,full time,0.0,Poor
30756,27,Private,103.524,HS-grad,9,Separated,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30758,50,Private,230.951,Bachelors,13,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
30759,45,Private,99.355,HS-grad,9,Married-civ-spouse,Protective-serv,Taken,Black,Male,USA,full time,0.0,Rich
30761,62,Private,81.116,Some-college,10,Divorced,Adm-clerical,Single,White,Male,USA,full time,-1.974,Poor
30762,38,Private,154.41,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,PL,full time,-2.051,Poor
30763,19,Private,198.943,Some-college,10,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
30764,30,Private,311.696,11th,7,Married-civ-spouse,Other-service,Taken,Black,Female,USA,full time,0.0,Poor
30765,38,Private,252.897,Some-college,10,Divorced,Sales,Single,White,Female,USA,part time,0.0,Poor
30767,49,Self-emp-inc,122.066,Some-college,10,Divorced,Sales,Single,White,Male,USA,part time,0.0,Poor
30768,53,Private,110.977,Masters,14,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,-1.902,Rich
30769,45,Local-gov,199.59,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,MX,full time,-1.887,Rich
30770,24,Private,202.721,Some-college,10,Never-married,Adm-clerical,Single,Black,Female,USA,full time,0.0,Poor
30771,29,Private,197.565,Assoc-voc,11,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30772,24,Private,206.827,Some-college,10,Never-married,Sales,Single,White,Female,USA,full time,5.06,Poor
30773,38,Federal-gov,190.895,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
30774,25,Self-emp-inc,158.751,Assoc-voc,11,Never-married,Transport-moving,Single,White,Male,USA,over time,0.0,Poor
30775,51,State-gov,243.631,10th,6,Married-civ-spouse,Craft-repair,Taken,Amer-Indian-Eskimo,Male,USA,full time,0.0,Poor
30777,19,Private,45.381,Some-college,10,Never-married,Adm-clerical,Single,White,Female,USA,part time,0.0,Poor
30778,38,Private,167.482,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Rich
30779,60,Private,225.014,HS-grad,9,Divorced,Other-service,Single,White,Female,USA,full time,0.0,Poor
30783,36,Private,126.569,HS-grad,9,Married-civ-spouse,Prof-specialty,Taken,White,Male,EC,over time,0.0,Rich
30785,24,Private,315.476,Assoc-acdm,12,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30786,43,Private,248.186,Assoc-acdm,12,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30787,29,Self-emp-inc,206.903,Prof-school,15,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
30788,67,Self-emp-not-inc,191.38,Prof-school,15,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,part time,20.051,Rich
30789,20,Private,191.91,HS-grad,9,Never-married,Protective-serv,Single,White,Male,USA,full time,0.0,Poor
30790,21,Private,145.119,Some-college,10,Never-married,Other-service,Single,Asian-Pac-Islander,Male,USA,part time,0.0,Poor
30791,20,Private,130.84,10th,6,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30793,20,Private,334.105,Some-college,10,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
30795,34,Private,111.985,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
30796,40,Local-gov,321.187,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,over time,0.0,Poor
30797,33,Private,138.142,Some-college,10,Separated,Other-service,Single,Black,Female,USA,part time,0.0,Poor
30798,36,Private,296.999,Some-college,10,Divorced,Craft-repair,Single,White,Female,USA,full time,0.0,Poor
30799,43,Private,155.106,Assoc-acdm,12,Divorced,Craft-repair,Single,White,Male,USA,too much,-2.444,Rich
30800,41,Local-gov,174.491,HS-grad,9,Separated,Other-service,Single,Black,Female,USA,full time,0.0,Poor
30801,34,State-gov,173.266,HS-grad,9,Married-civ-spouse,Tech-support,Taken,White,Male,USA,full time,0.0,Rich
30803,47,Private,187.563,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
30804,41,Private,196.344,1st-4th,2,Married-civ-spouse,Sales,Taken,White,Male,MX,over time,0.0,Poor
30805,40,Private,205.047,HS-grad,9,Married-spouse-absent,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
30807,62,Self-emp-not-inc,224.52,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,too much,0.0,Rich
30808,29,Private,229.656,HS-grad,9,Divorced,Adm-clerical,Single,White,Female,USA,over time,0.0,Poor
